City,Date,PM2.5,PM10,NO2,SO2,CO,Ozone,AQI
New Delhi,18-12-2022,170.24,420.72,31.5,12.4,1.37,33.74,360
New Delhi,19-12-2022,184.5,470.36,32.11,12.46,1.31,31.79,368
New Delhi,20-12-2022,110,436.32,21.71,11.1,1.23,28.73,341
New Delhi,21-12-2022,173.52,460.93,15.25,9.83,0.85,29.36,342
New Delhi,22-12-2022,214.05,386.13,22.85,9.94,1.03,22.82,339
New Delhi,23-12-2022,158.81,404.01,22.07,9.47,0.88,25.3,352
New Delhi,24-12-2022,157.07,297.08,22.67,10.97,0.85,24.3,368
New Delhi,25-12-2022,186.52,445.01,14.17,11.35,0.77,31.83,384
New Delhi,26-12-2022,209.97,347.82,13.67,9.36,0.86,17.09,362
New Delhi,27-12-2022,186.49,277.06,15.15,11.48,1.06,21.62,343
New Delhi,28-12-2022,215.08,314.26,22.08,9.27,1.07,21.85,382
New Delhi,29-12-2022,247.09,382.93,24.43,8.22,1.16,18.85,375
New Delhi,30-12-2022,266.04,382.21,21.85,5.88,1.09,23.32,424
New Delhi,31-12-2022,159.25,253.95,17.98,5.85,0.82,16.47,352
New Delhi,01-01-2023,133.15,261.1,26.96,6.65,1.31,17.2,257
New Delhi,02-01-2023,283.02,421.17,23.37,5.95,0.98,18.59,385
New Delhi,03-01-2023,239.77,378.74,15.84,5.97,0.78,18.32,391
New Delhi,04-01-2023,171.06,287.77,16.91,6.48,0.73,19.07,351
New Delhi,05-01-2023,170.71,268.83,19.05,5.99,0.97,10.76,294
New Delhi,06-01-2023,230.95,387.36,22.79,7.57,0.82,15.66,390
New Delhi,07-01-2023,200.1,333.5,22.72,7.07,0.89,17.43,342
New Delhi,08-01-2023,227.67,341.49,26.74,6.8,1.3,16.62,344
New Delhi,09-01-2023,410.98,528.97,34.11,6.54,1.53,20.67,452
New Delhi,10-01-2023,219.47,346.86,21.28,6.5,1.03,20.86,385
New Delhi,11-01-2023,137.65,248.48,20.04,6.12,0.8,29.9,284
New Delhi,12-01-2023,183.72,290.44,14.16,6.6,0.86,30.97,354
New Delhi,13-01-2023,200.71,294.9,8.94,6.45,0.91,28.59,360
New Delhi,14-01-2023,148.65,264.74,8.65,6.35,0.65,40.79,339
New Delhi,15-01-2023,110,243.85,18.01,5.97,0.64,40.16,229
New Delhi,16-01-2023,138.39,295.27,32.79,6.69,0.79,36.77,298
New Delhi,17-01-2023,166.46,287.53,33.88,5.7,0.97,32.81,335
New Delhi,18-01-2023,178.71,386.72,36.77,5.76,1.06,34.91,332
New Delhi,19-01-2023,192.74,345.77,40.22,6.61,0.9,27.86,350
New Delhi,20-01-2023,86.71,165.95,21.85,7.38,0.75,29.99,222
New Delhi,21-01-2023,208.49,371.69,34.17,7.63,1.08,17.18,298
New Delhi,22-01-2023,268.26,403.29,30.66,7.01,1.21,21.39,420
New Delhi,23-01-2023,167.98,378.16,30.09,6.85,0.96,22.78,350
New Delhi,24-01-2023,101.82,228.2,17.58,6.65,0.72,15.9,267
New Delhi,25-01-2023,99.23,199.01,9.51,7.6,0.86,13.21,148
New Delhi,26-01-2023,140.11,210.32,7.25,11.03,0.84,15.12,314
New Delhi,27-01-2023,126.69,230.59,18.15,31.9,0.7,31.43,296
New Delhi,28-01-2023,151.22,256.67,33.88,29,0.87,48.18,297
New Delhi,29-01-2023,193.44,250.62,40.07,7.33,1.07,15.62,359
New Delhi,30-01-2023,72.33,145.8,30.57,6.4,0.85,25.37,180
New Delhi,31-01-2023,93.87,193.24,23.38,6.27,0.76,23.23,175
New Delhi,01-02-2023,102.9,229.47,24.75,11.37,0.6,36.8,230
New Delhi,02-02-2023,123.57,284.15,27.97,9.38,0.7,32.68,272
New Delhi,03-02-2023,136.91,286.52,36.69,10.03,1,36.42,279
New Delhi,04-02-2023,118.43,151.13,32.77,10.05,0.78,35.52,262
New Delhi,05-02-2023,113.08,136.48,34.97,10.58,0.78,36.28,245
New Delhi,06-02-2023,111.28,277.9,43.5,10.75,1.03,34.48,228
New Delhi,07-02-2023,125.94,390.95,35.05,10.26,0.83,29.59,283
New Delhi,08-02-2023,94.56,340.17,36.49,10,0.77,24.95,324
New Delhi,09-02-2023,123.61,254.39,31.66,9.76,0.76,24.19,293
New Delhi,10-02-2023,101.08,242.71,36.45,10.42,0.83,24.01,224
New Delhi,11-02-2023,170.63,323.45,34.78,9.93,0.88,22.89,299
New Delhi,12-02-2023,94.07,157.18,24.94,9.9,0.65,29.2,271
New Delhi,13-02-2023,88.49,253.21,22.99,10.21,0.67,35.55,193
New Delhi,14-02-2023,106.68,212.16,27.97,10.63,0.8,28.27,211
New Delhi,15-02-2023,154.92,253.73,33.34,10.6,0.78,27.8,308
New Delhi,16-02-2023,232.85,386.52,44.55,11.15,1.12,28.1,354
New Delhi,17-02-2023,333.84,470.88,59.77,11.05,1.78,35.01,445
New Delhi,18-02-2023,293.23,399.84,41.93,7.34,1.56,38.89,435
New Delhi,19-02-2023,223.03,356.42,50.07,8.48,1.67,37.87,389
New Delhi,20-02-2023,174.82,268.19,37.33,6.52,1.18,37.33,351
New Delhi,21-02-2023,169.21,264.15,28.39,6.79,1.1,43.25,295
New Delhi,22-02-2023,190.73,275.43,31.5,6.79,1.25,26.81,349
New Delhi,23-02-2023,135.21,256.65,31.65,5.98,1.12,34.11,331
New Delhi,24-02-2023,132.83,289.29,38.44,6.95,1.16,30.99,284
New Delhi,25-02-2023,151.93,278.71,34.84,7.62,1.13,35.68,305
New Delhi,26-02-2023,210.35,344.83,43.61,8.32,1.47,36.55,367
New Delhi,27-02-2023,162.59,285.54,29.23,6.8,1.13,36.09,335
New Delhi,28-02-2023,123.77,265.65,25.71,7.94,1,29.43,308
New Delhi,01-03-2023,94.34,256.76,30.14,7.06,0.97,35.33,212
New Delhi,02-03-2023,132.77,186.3,29.19,7.25,0.88,34.68,299
New Delhi,03-03-2023,92.54,169.96,23.14,7.58,0.83,30.39,243.5
New Delhi,04-03-2023,93.81,222.18,22.56,6.72,0.82,31.79,188
New Delhi,05-03-2023,89.99,193.28,22.4,7.58,0.83,34.12,214
New Delhi,06-03-2023,118.97,214.87,22.35,7.68,0.85,39.37,252
New Delhi,07-03-2023,130.9,261.52,31.85,8.1,1.01,40.34,282
New Delhi,08-03-2023,157.51,254.17,24.7,8.36,1,44.94,290
New Delhi,09-03-2023,77.09,163.06,20.29,7.29,0.78,49.37,165
New Delhi,10-03-2023,147.67,243.36,28.01,7.84,1.01,34.8,318
New Delhi,11-03-2023,141.24,229.46,19.31,8.3,1.15,43.93,314
New Delhi,12-03-2023,133.01,261.96,20.52,8.35,1.08,46.68,289
New Delhi,13-03-2023,157.87,293.45,10.8,9.23,1.1,42.82,311
New Delhi,14-03-2023,144.5,233.12,5.45,7.56,1.03,41.91,300
New Delhi,15-03-2023,111.03,240.08,5.78,9.16,1.08,45.03,273
New Delhi,16-03-2023,86.23,232.44,6.23,8.44,0.96,53.46,243
New Delhi,17-03-2023,75.72,204.1,6.24,8.27,0.89,42.15,151
New Delhi,18-03-2023,49.35,126.48,6.78,7.27,0.92,28.29,153
New Delhi,19-03-2023,101.04,144.27,6.17,6.72,1.03,23.97,180
New Delhi,20-03-2023,63.49,131.16,6.35,6.21,0.95,23.47,182
New Delhi,21-03-2023,34.01,56.66,7.02,5.95,0.89,30.33,58
New Delhi,22-03-2023,79.97,166.5,7.16,6.2,0.97,34.05,144
New Delhi,23-03-2023,78.64,185.29,33.57,5.45,0.94,26.38,143
New Delhi,24-03-2023,93.92,199.34,69.72,6.34,0.93,21.4,228
New Delhi,25-03-2023,58.98,129.72,46.79,5.92,1,31.32,79
New Delhi,26-03-2023,87.25,210.32,29.66,4.84,0.8,38.04,191
New Delhi,27-03-2023,62.55,189.08,23.86,6.24,0.79,41.39,187
New Delhi,28-03-2023,87.13,229.8,30.65,6.31,0.86,35.3,174
New Delhi,29-03-2023,119.44,211.46,39.16,5.98,0.93,38.79,306
New Delhi,30-03-2023,90.16,179.47,29.66,5.62,0.9,40.96,164
New Delhi,31-03-2023,47.99,59.43,28.83,5.86,0.8,23.81,62
New Delhi,01-04-2023,58.3,94.12,38.36,7.18,0.86,33.24,105
New Delhi,02-04-2023,95.54,238.93,46.55,8.15,1.05,28.38,189
New Delhi,03-04-2023,109.66,281.56,42.78,8.18,1.07,37.94,289
New Delhi,04-04-2023,75.78,177.06,38.87,7.19,0.87,32.36,142
New Delhi,05-04-2023,112.93,262.78,40.59,12.59,0.88,36.47,222
New Delhi,06-04-2023,102.08,235.89,41.72,11.69,0.83,41.78,205
New Delhi,07-04-2023,121.59,239.01,37.49,12.02,0.8,48.28,259
New Delhi,08-04-2023,168.04,334.09,51.8,17.56,0.96,42.33,303
New Delhi,09-04-2023,156.61,336.33,57.62,16.28,1.03,41.47,306
New Delhi,10-04-2023,196.78,332.25,56.01,15.56,0.93,48.46,275
New Delhi,11-04-2023,170.58,352.55,49.21,10.86,1.08,40.89,338
New Delhi,12-04-2023,153.98,333.12,47.34,12.23,0.86,31.28,330
New Delhi,13-04-2023,99.72,387.71,42.18,12.6,0.85,34.6,247
New Delhi,14-04-2023,82.45,327.78,42.24,11.3,0.75,37.81,336
New Delhi,15-04-2023,155.97,310.13,53.15,12.07,1.03,30.3,299
New Delhi,16-04-2023,58.28,227.23,48.89,8.86,0.84,31.37,211
New Delhi,17-04-2023,157.17,253.78,39.58,7.79,0.86,40.64,279
New Delhi,18-04-2023,153.08,312.12,37.86,7.44,0.75,28.51,303
New Delhi,19-04-2023,84.85,249.38,26.7,7.12,0.47,53.97,226
New Delhi,20-04-2023,69,173.87,28.28,8.28,0.53,38.24,175
New Delhi,21-04-2023,44.55,139,28.19,5.99,0.71,51.56,131
New Delhi,22-04-2023,33.08,127.96,25.26,7.21,0.82,80.66,120
New Delhi,23-04-2023,50.72,114,27.4,6.21,0.83,64.42,109
New Delhi,24-04-2023,102.04,144.56,36.14,10.1,0.91,66.99,194
New Delhi,25-04-2023,87.55,127.95,36.01,7.02,1.07,74.84,165
New Delhi,26-04-2023,126.17,192.26,50.98,7.33,1.06,71.12,267
New Delhi,27-04-2023,115.9,200.98,40.36,8.44,1.2,72.97,273
New Delhi,28-04-2023,104.66,182.33,47.06,6.88,1.11,55.99,183
New Delhi,29-04-2023,121.97,224.82,41.15,6.97,0.94,37.85,280
New Delhi,30-04-2023,102.81,130.23,34.13,6.48,0.75,49.7,222
New Delhi,01-05-2023,75.26,94.98,29.61,5.77,0.82,24.8,176
New Delhi,02-05-2023,58.93,103.54,25.68,4.72,0.77,34.27,123
New Delhi,03-05-2023,51.85,93.68,30.43,5.61,0.92,28.39,116
New Delhi,04-05-2023,57.71,126.03,34.5,5.31,1.07,38.19,76
New Delhi,05-05-2023,114.09,242.2,43.83,6.72,1.27,43.84,233
New Delhi,06-05-2023,188.17,266.2,38.25,7.96,1,38.58,324
New Delhi,07-05-2023,78.6,151.09,31.99,7.51,0.81,53.37,164
New Delhi,08-05-2023,70.09,131.04,37.47,5.21,0.94,45.02,170
New Delhi,09-05-2023,162.79,293.2,38.37,9.96,0.98,65.32,254
New Delhi,10-05-2023,158.47,242.16,45.81,11.47,1.13,64.54,294
New Delhi,11-05-2023,193.16,325.14,51.34,12.67,1.26,61.6,335
New Delhi,12-05-2023,139.57,235.64,52.76,8.97,1.19,64.87,290
New Delhi,13-05-2023,124.82,205.25,43.79,8.5,1.3,86.87,285
New Delhi,14-05-2023,223.45,315.17,44.54,8.06,1.06,67.19,320
New Delhi,15-05-2023,112.77,180.82,26.05,7.88,1.1,62.19,257
New Delhi,16-05-2023,251.68,354.37,27.61,6.46,1.05,56.92,364
New Delhi,17-05-2023,188.99,319.24,32.44,11.76,1.1,45.74,374
New Delhi,18-05-2023,82.81,226.53,24.71,5.36,1.11,73.05,237
New Delhi,19-05-2023,110.92,241.86,30.99,9.72,1.17,69.61,222
New Delhi,20-05-2023,106.55,263.17,35.38,10.09,1.2,60.79,249
New Delhi,21-05-2023,110.76,256.52,45.72,8.26,1.09,56.16,254
New Delhi,22-05-2023,152.22,327.33,33.52,7.04,1.03,38.85,305
New Delhi,23-05-2023,155.06,223.51,24.84,9.48,0.97,43.07,290
New Delhi,24-05-2023,70.45,122.82,22.16,5.97,1.14,49.41,243
New Delhi,25-05-2023,39.73,115.77,22.72,6.21,1.07,61.24,114
New Delhi,26-05-2023,49.96,112.08,30.73,5.94,1.04,52.13,94
New Delhi,27-05-2023,28.73,98.66,29,5.28,1.09,33.09,101
New Delhi,28-05-2023,63.58,196.25,31.21,5.36,0.94,47.35,144
New Delhi,29-05-2023,49.18,167,26.38,6.24,0.93,35.7,157
New Delhi,30-05-2023,81.04,165.14,23.28,6.26,1.02,52.61,147
New Delhi,31-05-2023,58.1,118.03,22.4,5.81,0.89,34.72,131
New Delhi,01-06-2023,100.21,146.88,26.16,5.36,0.8,41.11,185
New Delhi,02-06-2023,108.13,166.01,25.8,6.16,0.65,53.32,275
New Delhi,03-06-2023,106.75,122.54,33.01,7.39,0.74,37.61,136
New Delhi,04-06-2023,143.04,220.08,29.69,7.26,0.83,38.7,266
New Delhi,05-06-2023,150.01,231.86,30.27,5.35,0.93,48.29,334
New Delhi,06-06-2023,131.63,155.69,26.49,5.14,0.67,70.32,263
New Delhi,07-06-2023,179.67,257.31,29.32,6.15,0.76,62.25,328
New Delhi,08-06-2023,134.54,222.59,28.87,9.16,0.88,72.05,316
New Delhi,09-06-2023,112.14,220.41,25.07,5.71,0.6,50.61,277
New Delhi,10-06-2023,99.64,214.57,25.22,5.5,0.61,42.55,226
New Delhi,11-06-2023,90.51,215.81,23.55,4.73,0.69,49.41,194
New Delhi,12-06-2023,108.23,320.86,25.31,4.56,0.85,47.28,249
New Delhi,13-06-2023,156.02,383.77,24.08,4.66,0.73,31.72,328
New Delhi,14-06-2023,131.95,296.35,21.97,4.73,0.72,38.26,323
New Delhi,15-06-2023,76.86,208.82,21.58,4.58,0.66,47.99,193
New Delhi,16-06-2023,62.46,164.85,26.04,5.58,0.88,32.25,171
New Delhi,17-06-2023,54.13,118.64,22.32,7.01,0.72,36.46,116
New Delhi,18-06-2023,27.64,94.92,22.56,6.77,0.76,30.34,94
New Delhi,19-06-2023,25.43,82.61,20.65,7.28,0.76,26.46,85
New Delhi,20-06-2023,61.16,131.37,21.38,7.51,0.81,40.33,116
New Delhi,21-06-2023,59.14,128.64,19.03,6.15,0.79,18.04,108
New Delhi,22-06-2023,65.74,128.45,19.29,6.81,0.94,15.13,148
New Delhi,23-06-2023,74.92,144.14,20.71,6.62,0.95,15.63,210
New Delhi,24-06-2023,101.5,153.78,22.4,7.17,0.86,15.5,272
New Delhi,25-06-2023,27.66,41.88,19.65,7.06,0.78,16.86,88
New Delhi,26-06-2023,39.44,65.22,20.16,6.43,0.86,14.84,91.5
New Delhi,27-06-2023,53.11,108.28,22.39,7.17,0.93,21.36,95
New Delhi,28-06-2023,35.83,96.85,16.74,7.01,1.08,18.52,91.5
New Delhi,29-06-2023,45.11,91.86,15.4,9.21,1.07,24.55,88
New Delhi,30-06-2023,31.2,72.76,16.03,9.53,1.09,30.08,78
New Delhi,01-07-2023,37.08,78.7,14.52,8.61,0.99,34.57,66
New Delhi,02-07-2023,19.08,130.31,17.52,9.97,1.18,30.93,103
New Delhi,03-07-2023,55.08,159.22,13.61,8.9,1.09,34.58,138
New Delhi,04-07-2023,80.38,138.25,14.59,9.09,1.11,20.97,212
New Delhi,05-07-2023,52.52,76.71,13.17,8.88,1.16,12.22,94
New Delhi,06-07-2023,41.16,71.3,13.53,9.05,1.09,12.31,91
New Delhi,07-07-2023,48.98,79.44,15.85,8.84,1.13,14.43,66
New Delhi,08-07-2023,38.29,64.94,16.57,7.18,1,15.37,74
New Delhi,09-07-2023,29.48,47.8,15.72,7.05,1.04,10.68,59
New Delhi,10-07-2023,32.48,58.25,15.85,6.95,1.04,10.9,50
New Delhi,11-07-2023,34.61,87.13,13.67,7.11,0.99,12.67,72
New Delhi,12-07-2023,48.38,103.18,15.24,7.19,0.99,11.97,106
New Delhi,13-07-2023,56.66,112.79,19.13,7.01,1.01,12.36,102
New Delhi,14-07-2023,52.68,96.09,16.29,7.27,1.1,11.27,91
New Delhi,15-07-2023,45.82,115.94,12.54,7.29,1.02,11.1,111
New Delhi,16-07-2023,38.61,76.04,11.52,6.78,1.04,10.9,81
New Delhi,17-07-2023,47.56,125.64,9.5,7.2,1.11,11.33,96
New Delhi,18-07-2023,55.37,114.3,9.42,6.89,1.01,11.86,127
New Delhi,19-07-2023,42.92,85.97,11.52,6.49,0.97,17.99,90
New Delhi,20-07-2023,61.18,99.88,6.62,5.61,1.06,17.48,86
New Delhi,21-07-2023,73.63,116.21,7.05,5.29,1.12,15.03,144
New Delhi,22-07-2023,52.18,80.42,6.48,4.82,1.06,17.62,113
New Delhi,23-07-2023,47.94,61.28,7.39,5.56,1.02,14.47,82
New Delhi,24-07-2023,57.17,70.69,6.74,5.43,1.02,15.74,102
New Delhi,25-07-2023,76.64,95.88,7.79,4.7,1.02,17.21,111
New Delhi,26-07-2023,42.19,59.92,6.88,5.12,1.12,14.71,147
New Delhi,27-07-2023,56.95,82.49,5.5,4.98,1.02,24.39,97
New Delhi,28-07-2023,57.96,76.5,5.45,5.23,1.05,17.4,96
New Delhi,29-07-2023,27.47,51.71,25.42,6.11,0.87,13.53,95
New Delhi,30-07-2023,37.95,81.06,19.64,6.78,0.81,18.99,67
New Delhi,31-07-2023,64.25,133.56,9.71,6.54,0.84,21.88,115
New Delhi,01-08-2023,47.21,109.96,11.54,6.61,0.87,19.77,105
New Delhi,02-08-2023,47.46,120.12,13.85,6.69,0.87,19.78,102.5
New Delhi,03-08-2023,41.71,114.33,12.66,6.55,0.94,22.77,100
New Delhi,04-08-2023,48.66,124.11,12.94,6.8,0.87,23.52,112
New Delhi,05-08-2023,53.64,118.06,12.95,7.13,0.85,21.88,120
New Delhi,06-08-2023,40.51,162.71,13.8,6.77,0.7,20.72,132
New Delhi,07-08-2023,36.45,159.78,15.27,6.45,0.6,22.01,135
New Delhi,08-08-2023,34.62,174.22,16.22,6.31,0.82,21.92,150
New Delhi,09-08-2023,42.59,187.26,18.61,6.17,0.77,21.45,139
New Delhi,10-08-2023,44.22,194.1,26.68,5.65,0.79,22.28,178
New Delhi,11-08-2023,44.09,176.26,25.99,5.7,0.79,23.07,149
New Delhi,12-08-2023,38.71,184.38,22.95,5.29,0.7,27.58,157
New Delhi,13-08-2023,38.65,137.91,21.86,5.41,0.68,25.62,129
New Delhi,14-08-2023,52.83,147.41,32.3,5.35,0.73,29.89,143
New Delhi,15-08-2023,59.6,120.18,21.01,5.69,0.85,27.26,118
New Delhi,16-08-2023,66.65,163.27,20.55,5.92,0.86,26.38,122
New Delhi,17-08-2023,51.42,184.36,20.82,5.43,0.72,23.95,155
New Delhi,18-08-2023,52.14,220.33,19.89,5.46,0.78,30.73,176
New Delhi,19-08-2023,58.65,130.65,14.74,5.73,0.84,39.2,145
New Delhi,20-08-2023,45.7,87.66,10.61,5.56,0.78,32.49,126
New Delhi,21-08-2023,62.71,129.59,9.13,6.17,0.81,20.07,107
New Delhi,22-08-2023,55.24,136.81,9.39,6.66,0.89,17.39,122
New Delhi,23-08-2023,30.13,89.76,14.69,6.71,0.85,18.7,92
New Delhi,24-08-2023,44.58,161.77,19.47,5.74,0.67,18.72,126
New Delhi,25-08-2023,48.48,185.52,18.91,5.94,0.7,26.63,153
New Delhi,26-08-2023,52.61,254.15,18.11,6.05,0.75,21.21,190
New Delhi,27-08-2023,76.14,288.13,18.17,5.95,0.68,20.79,241
New Delhi,28-08-2023,56.05,241.04,17.66,5.35,0.76,18.01,201
New Delhi,29-08-2023,57.26,236.51,13.17,5.19,0.79,16.26,199
New Delhi,30-08-2023,59.42,197.87,4.76,5.64,1.07,19.75,186
New Delhi,31-08-2023,58.19,145.24,10.55,5.88,0.83,16.96,135
New Delhi,01-09-2023,54.87,154.45,18.05,5.5,0.77,16.85,136
New Delhi,02-09-2023,54.17,154.54,31.74,5.57,0.77,14.13,137
New Delhi,03-09-2023,48.3,145.89,18.49,6.72,0.83,17.39,130
New Delhi,04-09-2023,61.48,136.84,22.65,19.19,0.84,17.92,131
New Delhi,05-09-2023,64.97,101.79,18.32,13.22,1.53,22.53,111
New Delhi,06-09-2023,36.41,68.05,20.14,12.5,1.38,15.35,96
New Delhi,07-09-2023,43.83,65.71,14.8,13.48,1.66,16.28,75
New Delhi,08-09-2023,44.55,79.25,23.79,13.01,1.29,15.6,87
New Delhi,09-09-2023,27.22,84.63,11.75,12.79,1.42,18.98,97
New Delhi,10-09-2023,17.21,52.94,11.2,13.02,1.53,16.19,73
New Delhi,11-09-2023,39.77,87.52,12.56,13.28,1.46,20.8,75
New Delhi,12-09-2023,49.39,109.01,18.95,13.6,1.51,22.63,97
New Delhi,13-09-2023,71.44,117.93,21.6,13.53,1.58,23.07,126
New Delhi,14-09-2023,86.27,128.07,17.82,13.46,1.68,22.31,178
New Delhi,15-09-2023,60.97,114.68,15.12,12.95,1.67,21.51,174
New Delhi,16-09-2023,46.26,92.04,13.29,13.29,1.55,16.02,108
New Delhi,17-09-2023,39.37,72.43,11.44,13.45,1.53,18.61,82
New Delhi,18-09-2023,20.77,60.88,8.87,12.89,1.51,18.6,72
New Delhi,19-09-2023,32.71,67.06,14.95,12.7,1.58,17.84,80
New Delhi,20-09-2023,43.32,87.41,23.2,11.27,1.42,20.45,78
New Delhi,21-09-2023,48.17,77.15,12.47,9.61,1.36,21.05,81
New Delhi,22-09-2023,73.65,132.16,13.6,9.76,1.52,25.48,110
New Delhi,23-09-2023,72.9,131.95,33.69,10.06,1.45,18.19,167
New Delhi,24-09-2023,72.97,147.15,24.09,9.86,1.23,17.54,142
New Delhi,25-09-2023,90.05,162.52,22.9,10,1.21,33.97,149
New Delhi,26-09-2023,101.57,177.32,13.12,9.71,1.32,26.08,156
New Delhi,27-09-2023,74.41,142.46,15.57,9.76,1.22,24.63,163
New Delhi,28-09-2023,82.45,200.89,31.39,14.91,1.12,26.45,170
New Delhi,29-09-2023,93.44,238.99,24,47.05,1.07,28.63,177
New Delhi,30-09-2023,91.75,229.44,18.19,11.64,0.79,31.05,184
New Delhi,01-10-2023,90.17,215.46,18.75,14.5,0.82,37.87,191
New Delhi,02-10-2023,82.57,187.48,20.95,10.65,0.75,40.42,194
New Delhi,03-10-2023,91.07,246.65,25.98,11.96,0.75,38.63,188
New Delhi,04-10-2023,102.36,251.46,25.21,15.33,0.83,34.67,219
New Delhi,05-10-2023,112.73,285.91,24.42,9.34,0.54,41.65,237
New Delhi,06-10-2023,120.81,250.33,27.8,11.09,0.66,38.12,272
New Delhi,07-10-2023,87.5,177.83,21.29,12.57,0.72,20.77,223
New Delhi,08-10-2023,76.73,168.13,18.88,12.22,0.82,18.47,152
New Delhi,09-10-2023,89.46,198.5,19.18,10.78,0.79,20.43,187
New Delhi,10-10-2023,81.11,214.16,21.36,10,0.64,24.26,182
New Delhi,11-10-2023,136.47,226.14,17.62,10.51,0.67,37.06,283
New Delhi,12-10-2023,141.28,261.54,24.56,9.51,0.63,39.89,307.5
New Delhi,13-10-2023,183.13,346.15,30.58,11.1,0.74,34.63,332
New Delhi,14-10-2023,157.51,350.79,33.7,9.4,0.9,39.04,305
New Delhi,15-10-2023,131.76,325.94,26.82,11.36,0.74,33.25,317
New Delhi,16-10-2023,112.44,254.66,20.79,11.23,0.64,45.73,229.5
New Delhi,17-10-2023,38.33,108.06,26.42,10.04,0.74,21.97,142
New Delhi,18-10-2023,64.96,152.38,21.9,9.89,0.61,22.77,135
New Delhi,19-10-2023,74.56,160.16,22.35,12.07,0.59,40.32,144
New Delhi,20-10-2023,94.36,216.73,23.94,8.78,0.63,38.48,211
New Delhi,21-10-2023,105.61,248.34,32.35,10.59,0.74,35.62,233
New Delhi,22-10-2023,112.15,266.27,27.28,13.19,0.65,37.07,275
New Delhi,23-10-2023,113.9,243.97,27.45,9.86,0.73,31.12,249
New Delhi,24-10-2023,95.83,185.99,26.14,9.49,0.7,30.51,199
New Delhi,25-10-2023,107.82,208.62,26.93,12.67,1.05,31.77,244
New Delhi,26-10-2023,125.52,219.03,32.71,10.09,0.88,36.57,291
New Delhi,27-10-2023,129.41,235.77,36.87,10.16,0.9,38.39,269
New Delhi,28-10-2023,146.9,301.44,38.88,11.55,1,39.5,314
New Delhi,29-10-2023,129.29,296.75,49.29,11.58,0.86,54,302
New Delhi,30-10-2023,165.71,331.35,46.9,10.08,0.96,53.33,302
New Delhi,31-10-2023,197.85,392.85,44.67,11.62,0.97,88.86,351
New Delhi,01-11-2023,181.71,340.32,42.2,13.62,0.9,50.94,362
New Delhi,02-11-2023,192.08,583.4,43.96,11.6,0.99,29.79,392
New Delhi,03-11-2023,218.63,546.52,35.25,10.68,0.62,27.78,473
New Delhi,04-11-2023,254.92,535.68,38.3,27.28,1.02,15.34,387
New Delhi,05-11-2023,271.25,512.49,33.27,22.88,0.91,23.01,439
New Delhi,06-11-2023,209.77,446.85,37.65,21.06,1.17,29.66,430
New Delhi,07-11-2023,232.69,434.49,42.51,22.55,2.21,33.23,421
New Delhi,08-11-2023,277.49,514.54,53.23,13.58,1.62,27.12,412
New Delhi,09-11-2023,284.21,467.55,43.3,10.22,2.03,21.5,421
New Delhi,10-11-2023,102.52,186.06,28.79,9.15,2.58,19.16,266
New Delhi,11-11-2023,87.7,181.09,28.3,9.33,2.6,22.27,198
New Delhi,12-11-2023,131.15,212.1,30.44,7.91,2.33,28.3,210
New Delhi,13-11-2023,332.41,489.68,42.11,20.65,2.91,28.18,381
New Delhi,14-11-2023,244.77,378.57,36.13,13.81,2.81,24.11,390
New Delhi,15-11-2023,254.88,391.22,38.98,11.52,2.29,25.93,399
New Delhi,16-11-2023,331.68,472.2,46.15,14.96,1.59,21.88,419
New Delhi,17-11-2023,255.35,441.28,43.99,15.03,1.47,33.65,435
New Delhi,18-11-2023,155.86,234.77,40.13,15.48,1.57,26.56,340
New Delhi,19-11-2023,150.1,238.31,39.9,13.19,1.62,30.8,346.5
New Delhi,20-11-2023,212.71,359.06,48.29,14.69,1.58,36.85,353
New Delhi,21-11-2023,232.77,366.56,39.15,12.68,1.59,33.37,372
New Delhi,22-11-2023,260.63,415.54,44.73,13.01,1.58,38.82,410
New Delhi,23-11-2023,235.22,381.03,52.81,13.68,1.57,39.51,391
New Delhi,24-11-2023,265.84,488.54,73.32,14.15,2.19,30.87,395
New Delhi,25-11-2023,246.76,380.48,58.36,9.78,1.56,15.22,418
New Delhi,26-11-2023,251.3,415.19,71.22,11.18,1.6,19.44,385
New Delhi,27-11-2023,225.89,397,61.63,9.76,1.59,20.94,393
New Delhi,28-11-2023,123.86,162.83,47.96,9.48,1.61,12.86,305
New Delhi,29-11-2023,188.68,311.94,53.4,10.83,1.59,15.9,270
New Delhi,30-11-2023,267.91,422.47,57.54,11.94,1.58,14.99,405
New Delhi,01-12-2023,219.03,342.26,45.83,9.68,1.58,16.23,377
New Delhi,02-12-2023,158.35,294.73,46.47,10.49,1.6,12.85,354
New Delhi,03-12-2023,141.73,259.04,53.04,9.71,1.58,15.83,309
New Delhi,04-12-2023,142.58,252.9,48.09,9.18,1.58,13.78,317
New Delhi,05-12-2023,156.96,276.73,54.04,9.83,1.58,15.01,327
New Delhi,06-12-2023,135.29,255.1,53.03,9.25,1.62,19.01,300
New Delhi,07-12-2023,169.35,243.53,52.76,10.32,1.58,24.89,297
New Delhi,08-12-2023,170.78,314.06,53.57,10.67,1.58,33.79,314
New Delhi,09-12-2023,170.95,294.23,51.98,10.51,1.58,32.18,355
New Delhi,10-12-2023,175.53,303.78,50.87,9.94,1.59,35.74,333
